# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
workspaceModel.workspaceFileIndexData.getPackageName.ms,1772370415137000000,1772370475265000000,134
workspaceModel.update.unloaded.entities.ms,1772370415137000000,1772370475265000000,0
workspaceModel.cachedValueWithParameters.from.cache.count,1772370415137000000,1772370475265000000,0
workspaceModel.workspaceFileIndexData.onEntitiesChanged.ms,1772370415137000000,1772370475265000000,0
workspaceModel.replace.project.model.ms,1772370415137000000,1772370475265000000,0
workspaceModel.cachedValue.calculated.count,1772370415137000000,1772370475265000000,875
workspaceModel.check.recursive.update.ms,1772370415137000000,1772370475265000000,0
workspaceModel.to.snapshot.ms,1772370415137000000,1772370475265000000,0
workspaceModel.full.replace.project.model.ms,1772370415137000000,1772370475265000000,4
workspaceModel.collect.changes.ms,1772370415137000000,1772370475265000000,0
workspaceModel.init.bridges.ms,1772370415137000000,1772370475265000000,30
workspaceModel.loading.total.ms,1772370415137000000,1772370475265000000,197
workspaceModel.loading.from.cache.ms,1772370415137000000,1772370475265000000,190
workspaceModel.updates.precise.ms,1772370415137000000,1772370475265000000,49
workspaceModel.workspaceFileIndexData.getFileInfo.ms,1772370415137000000,1772370475265000000,3276
workspaceModel.on.before.changed.ms,1772370415137000000,1772370475265000000,20
workspaceModel.workspaceFileIndexData.updateDirtyEntities.ms,1772370415137000000,1772370475265000000,0
workspaceModel.on.changed.ms,1772370415137000000,1772370475265000000,29
workspaceModel.cachedValue.total.get.count,1772370415137000000,1772370475265000000,14106
workspaceModel.workspaceFileIndexContributor.registerFileSets.ms,1772370415137000000,1772370475265000000,214
workspaceModel.workspaceFileIndexData.visitFileSets.ms,1772370415137000000,1772370475265000000,62
workspaceModel.pre.handlers.ms,1772370415137000000,1772370475265000000,0
workspaceModel.initializing.ms,1772370415137000000,1772370475265000000,29
workspaceModel.cachedValue.from.cache.count,1772370415137000000,1772370475265000000,13231
workspaceModel.workspaceFileIndexData.processFileSets.ms,1772370415137000000,1772370475265000000,0
workspaceModel.cachedValueWithParameters.total.get.count,1772370415137000000,1772370475265000000,0
workspaceModel.workspaceFileIndexData.init.ms,1772370415137000000,1772370475265000000,109
workspaceModel.workspaceFileIndexData.getDirectoriesByPackageName.ms,1772370415137000000,1772370475265000000,540
workspaceModel.workspaceFileIndexData.markDirty.ms,1772370415137000000,1772370475265000000,0
workspaceModel.entityStorageSnapshotImpl.instances.count,1772370415137000000,1772370475265000000,32
workspaceModel.cachedValue.clear.count,1772370415137000000,1772370475265000000,0
workspaceModel.updates.ms,1772370415137000000,1772370475265000000,125
workspaceModel.cachedValueWithParameters.calculated.count,1772370415137000000,1772370475265000000,0
workspaceModel.cachedValueWithParameters.clear.count,1772370415137000000,1772370475265000000,0
workspaceModel.updates.count,1772370415137000000,1772370475265000000,11
workspaceModel.workspaceFileIndexData.instances.count,1772370415137000000,1772370475265000000,1
parser.JAVA.time.ns,1772370415137000000,1772370475265000000,4097862878
writeAction.max.wait.ms,1772370415137000000,1772370475265000000,89
DiskQueryRelay.tasksRequested,1772370415137000000,1772370475265000000,11175
parser.JAVA.size.bytes,1772370415137000000,1772370475265000000,17776387
lexer.XML.size.bytes,1772370415137000000,1772370475265000000,1707
