# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
jps.artifact.entities.serializer.save.entities.ms,1772304765250000000,1772304825259000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1772304765250000000,1772304825259000000,0
jps.project.serializers.load.ms,1772304765250000000,1772304825259000000,55
jps.library.entities.serializer.load.entities.ms,1772304765250000000,1772304825259000000,15
workspaceModel.global.apply.state.to.project.builder.ms,1772304765250000000,1772304825259000000,2
workspaceModel.orphan.listener.update.ms,1772304765250000000,1772304825259000000,1
workspaceModel.moduleManagerBridge.newModule.ms,1772304765250000000,1772304825259000000,0
jps.storage.jps.conf.reader.load.component.ms,1772304765250000000,1772304825259000000,8
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1772304765250000000,1772304825259000000,0
jps.module.iml.entities.serializer.save.entities.ms,1772304765250000000,1772304825259000000,0
jps.artifact.entities.serializer.load.entities.ms,1772304765250000000,1772304825259000000,0
workspaceModel.global.apply.state.to.project.ms,1772304765250000000,1772304825259000000,11
workspaceModel.mutableEntityStorage.remove.entity.ms,1772304765250000000,1772304825259000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedParent.ms,1772304765250000000,1772304825259000000,0
workspaceModel.save.cache.to.file.ms,1772304765250000000,1772304825259000000,208
jps.app.storage.content.reader.load.component.ms,1772304765250000000,1772304825259000000,3
jps.global.get.libraries.ms,1772304765250000000,1772304825259000000,0
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1772304765250000000,1772304825259000000,12
workspaceModel.load.cache.from.file.ms,1772304765250000000,1772304825259000000,261
workspaceModel.mutableEntityStorage.to.snapshot.ms,1772304765250000000,1772304825259000000,4
workspaceModel.mutableEntityStorage.entities.by.source.ms,1772304765250000000,1772304825259000000,2
jps.load.project.to.empty.storage.ms,1772304765250000000,1772304825259000000,77
workspaceModel.moduleManagerBridge.load.all.modules.ms,1772304765250000000,1772304825259000000,58
jps.global.get.library.by.name.ms,1772304765250000000,1772304825259000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1772304765250000000,1772304825259000000,2
workspaceModel.delayed.project.synchronizer.sync.ms,1772304765250000000,1772304825259000000,105
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1772304765250000000,1772304825259000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewChild.ms,1772304765250000000,1772304825259000000,0
jps.apply.loaded.storage.ms,1772304765250000000,1772304825259000000,24
workspaceModel.do.save.caches.ms,1772304765250000000,1772304825259000000,232
workspaceModel.sync.entities.ms,1772304765250000000,1772304825259000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1772304765250000000,1772304825259000000,24
workspaceModel.mutableEntityStorage.instances.count,1772304765250000000,1772304825259000000,64
workspaceModel.moduleBridge.update.option.ms,1772304765250000000,1772304825259000000,0
workspaceModel.global.updates.ms,1772304765250000000,1772304825259000000,4
