# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
MappedFileStorage.totalPagesMapped,1772302937116000000,1772302997222000000,15
StreamlinedBlobStorage.recordsRelocated,1772302937116000000,1772302997222000000,0
DirectByteBufferAllocator.hits,1772302937116000000,1772302997222000000,3
MappedFileStorage.totalBytesMapped,1772302937116000000,1772302997222000000,198443008
FilePageCache.totalPageLoadsUs,1772302937116000000,1772302997222000000,224731
FilePageCache.uncachedFileAccess,1772302937116000000,1772302997222000000,262
FilePageCache.pageFastCacheHits,1772302937116000000,1772302997222000000,57583
StreamlinedBlobStorage.recordsDeleted,1772302937116000000,1772302997222000000,20
StorageLockContext.competingThreads.max,1772302937116000000,1772302997222000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1772302937116000000,1772302997222000000,41975808
FilePageCache.totalPageDisposalsUs,1772302937116000000,1772302997222000000,1719
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1772302937116000000,1772302997222000000,3164182
FilePageCache.maxRegisteredFiles,1772302937116000000,1772302997222000000,449
FilePageCache.pageLoadsAboveSizeThreshold,1772302937116000000,1772302997222000000,0
DirectByteBufferAllocator.reclaimed,1772302937116000000,1772302997222000000,47
FilePageCache.pageLoads,1772302937116000000,1772302997222000000,310
StreamlinedBlobStorage.recordsAllocated,1772302937116000000,1772302997222000000,217305
MappedFileStorage.totalTimeSpentOnMappingUs,1772302937116000000,1772302997222000000,23368
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1772302937116000000,1772302997222000000,0
FileChannelInterruptsRetryer.totalRetriedAttempts,1772302937116000000,1772302997222000000,0
FilePageCache.disposedBuffers,1772302937116000000,1772302997222000000,310
DirectByteBufferAllocator.misses,1772302937116000000,1772302997222000000,307
StorageLockContext.competingThreads.90P,1772302937116000000,1772302997222000000,0
StorageLockContext.competingThreads.avg,1772302937116000000,1772302997222000000,0.0
DirectByteBufferAllocator.disposed,1772302937116000000,1772302997222000000,307
FilePageCache.maxCacheSizeInBytes,1772302937116000000,1772302997222000000,317751296
FilePageCache.pageHits,1772302937116000000,1772302997222000000,375
MappedFileStorage.storages,1772302937116000000,1772302997222000000,14
FilePageCache.capacityInBytes,1772302937116000000,1772302997222000000,629145600
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1772302937116000000,1772302997222000000,15584452
WriteAction.executionsCount,1772302937116000000,1772302997222000000,69
