# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
FilePageCache.pageFastCacheHits,1772371494355000000,1772371554442000000,8134
FilePageCache.maxCacheSizeInBytes,1772371494355000000,1772371554442000000,245407744
FilePageCache.totalPageDisposalsUs,1772371494355000000,1772371554442000000,511
DirectByteBufferAllocator.disposed,1772371494355000000,1772371554442000000,0
FilePageCache.pageLoads,1772371494355000000,1772371554442000000,242
DirectByteBufferAllocator.reclaimed,1772371494355000000,1772371554442000000,3
FilePageCache.uncachedFileAccess,1772371494355000000,1772371554442000000,117
MappedFileStorage.totalBytesMapped,1772371494355000000,1772371554442000000,206831616
FilePageCache.capacityInBytes,1772371494355000000,1772371554442000000,629145600
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1772371494355000000,1772371554442000000,0
StreamlinedBlobStorage.recordsRelocated,1772371494355000000,1772371554442000000,0
MappedFileStorage.totalPagesMapped,1772371494355000000,1772371554442000000,17
FilePageCache.maxRegisteredFiles,1772371494355000000,1772371554442000000,449
MappedFileStorage.totalTimeSpentOnMappingUs,1772371494355000000,1772371554442000000,11752
MappedFileStorage.storages,1772371494355000000,1772371554442000000,16
StorageLockContext.competingThreads.90P,1772371494355000000,1772371554442000000,0
StorageLockContext.competingThreads.max,1772371494355000000,1772371554442000000,0
FileChannelInterruptsRetryer.totalRetriedAttempts,1772371494355000000,1772371554442000000,0
StreamlinedBlobStorage.recordsDeleted,1772371494355000000,1772371554442000000,20
DirectByteBufferAllocator.misses,1772371494355000000,1772371554442000000,239
FilePageCache.pageLoadsAboveSizeThreshold,1772371494355000000,1772371554442000000,0
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1772371494355000000,1772371554442000000,15590262
FilePageCache.disposedBuffers,1772371494355000000,1772371554442000000,3
FilePageCache.pageHits,1772371494355000000,1772371554442000000,0
DirectByteBufferAllocator.hits,1772371494355000000,1772371554442000000,3
FilePageCache.totalPageLoadsUs,1772371494355000000,1772371554442000000,201878
StreamlinedBlobStorage.recordsAllocated,1772371494355000000,1772371554442000000,217388
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1772371494355000000,1772371554442000000,3165265
StorageLockContext.competingThreads.avg,1772371494355000000,1772371554442000000,0.0
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1772371494355000000,1772371554442000000,245407744
compiler.ArtifactManagerBridge.findArtifact.ms,1772371494355000000,1772371554442000000,0
compiler.ArtifactManagerBridge.dropMappings.ms,1772371494355000000,1772371554442000000,0
compiler.ArtifactVirtualFileListener.filePathChanged.ms,1772371494355000000,1772371554442000000,0
compiler.ArtifactManagerBridge.getArtifacts.ms,1772371494355000000,1772371554442000000,0
compiler.ArtifactManagerBridge.addArtifact.ms,1772371494355000000,1772371554442000000,0
compiler.ArtifactVirtualFileListener.propertyChanged.ms,1772371494355000000,1772371554442000000,0
compiler.ArtifactManagerBridge.commit.ms,1772371494355000000,1772371554442000000,0
compiler.ArtifactManagerBridge.getArtifactsByType.ms,1772371494355000000,1772371554442000000,0
compiler.ArtifactManagerBridge.initBridges.ms,1772371494355000000,1772371554442000000,0
lexer.XML.time.ns,1772371494355000000,1772371554442000000,576583
writeAction.count,1772371494355000000,1772371554442000000,40
parser.XML.time.ns,1772371494355000000,1772371554442000000,4763792
writeAction.median.wait.ms,1772371494355000000,1772371554442000000,100
DiskQueryRelay.taskWaitingTotalTimeUs,1772371494355000000,1772371554442000000,2167032
writeAction.wait.ms,1772371494355000000,1772371554442000000,146
DiskQueryRelay.tasksRequested,1772371494355000000,1772371554442000000,6170
parser.JAVA.time.ns,1772371494355000000,1772371554442000000,3358843165
parser.XML.size.bytes,1772371494355000000,1772371554442000000,1707
lexer.XML.size.bytes,1772371494355000000,1772371554442000000,1707
parser.JAVA.size.bytes,1772371494355000000,1772371554442000000,20230153
lexer.JAVA.size.bytes,1772371494355000000,1772371554442000000,19736274
lexer.JAVA.time.ns,1772371494355000000,1772371554442000000,7178258
DiskQueryRelay.taskExecutionTotalTimeUs,1772371494355000000,1772371554442000000,777297
DiskQueryRelay.tasksExecuted,1772371494355000000,1772371554442000000,5965
writeAction.max.wait.ms,1772371494355000000,1772371554442000000,43
VFS.fileByIdCache.hits,1772371494355000000,1772371554442000000,0
VFS.folderCaseSensitivityReads,1772371494355000000,1772371554442000000,0
VFS.contentStorage.recordsUncompressedSize,1772371494355000000,1772371554442000000,0
VFS.contentStorage.recordsStoredCompressed,1772371494355000000,1772371554442000000,0
VFS.contentStorage.recordsStoredSize,1772371494355000000,1772371554442000000,0
VFS.contentStorage.recordsReadSize,1772371494355000000,1772371554442000000,4206883
VFS.contentStorage.recordsReadDecompressed,1772371494355000000,1772371554442000000,39
VFS.contentStorage.recordsDecompressionTimeUs,1772371494355000000,1772371554442000000,93759
VFS.fileByIdCache.misses,1772371494355000000,1772371554442000000,687579
VFS.invertedFileNameIndex.requests,1772371494355000000,1772371554442000000,6
FileNameCache.queries,1772371494355000000,1772371554442000000,844800
VFS.contentStorage.recordsDeduplicated,1772371494355000000,1772371554442000000,0
FileNameCache.totalMisses,1772371494355000000,1772371554442000000,11776
VFS.contentStorage.recordsRead,1772371494355000000,1772371554442000000,184
VFS.contentStorage.recordsStored,1772371494355000000,1772371554442000000,0
VFS.fileChildByName,1772371494355000000,1772371554442000000,99003
JVM.totalTimeAtSafepointsMs,1772371494355000000,1772371554442000000,357
MEM.ramPlusSwapMinusFileMappingsBytes,1772371494355000000,1772371554442000000,2647326272
JVM.totalTimeToSafepointsMs,1772371494355000000,1772371554442000000,163
JVM.committedHeapBytes,1772371494355000000,1772371554442000000,1308622848
JVM.totalDirectByteBuffersBytes,1772371494355000000,1772371554442000000,264626977
JVM.maxHeapBytes,1772371494355000000,1772371554442000000,2147483648
MEM.ramMinusFileMappingsBytes,1772371494355000000,1772371554442000000,1505312768
OS.loadAverage,1772371494355000000,1772371554442000000,3.38232421875
JVM.threadCount,1772371494355000000,1772371554442000000,171
JVM.totalCpuTimeMs,1772371494355000000,1772371554442000000,77129
JVM.GC.collectionTimesMs,1772371494355000000,1772371554442000000,331
JVM.usedNativeBytes,1772371494355000000,1772371554442000000,624960528
JVM.usedHeapBytes,1772371494355000000,1772371554442000000,892822048
JVM.maxThreadCount,1772371494355000000,1772371554442000000,173
JVM.totalBytesAllocated,1772371494355000000,1772371554442000000,4547998600
JVM.totalSafepointCount,1772371494355000000,1772371554442000000,519
JVM.GC.collections,1772371494355000000,1772371554442000000,50
JVM.newThreadsCount,1772371494355000000,1772371554442000000,234
MEM.fileMappingsRamBytes,1772371494355000000,1772371554442000000,638533632
MEM.ramBytes,1772371494355000000,1772371554442000000,2150023168
Indexes.stubs.lookupDurationMaxMs,1772371494355000000,1772371554442000000,0.0
Indexes.stubs.lookupDurationAvgMs,1772371494355000000,1772371554442000000,0.0
Indexes.allKeys.lookupDurationMaxMs,1772371494355000000,1772371554442000000,0.0
Indexing.writesQueuedMin,1772371494355000000,1772371554442000000,9223372036854775807
Indexes.allKeys.lookupDurationAvgMs,1772371494355000000,1772371554442000000,0.0
Indexes.allKeys.lookups,1772371494355000000,1772371554442000000,3
Indexes.entries.lookupDuration90PMs,1772371494355000000,1772371554442000000,0.0
Indexes.entries.lookups,1772371494355000000,1772371554442000000,4928
Indexing.totalTimeIndexersSleptMs,1772371494355000000,1772371554442000000,0
Indexes.allKeys.lookupDuration90PMs,1772371494355000000,1772371554442000000,0.0
Indexing.cache.totalCacheAccesses,1772371494355000000,1772371554442000000,23445
Indexes.entries.lookupDurationMaxMs,1772371494355000000,1772371554442000000,0.0
Indexing.writer_1.totalTimeSpentWritingMs,1772371494355000000,1772371554442000000,0
Indexing.writer_3.totalTimeSpentWritingMs,1772371494355000000,1772371554442000000,0
Indexing.cache.totalCacheEvicted,1772371494355000000,1772371554442000000,3871
Indexing.cache.totalCacheMisses,1772371494355000000,1772371554442000000,3871
Indexes.stubs.lookupDuration90PMs,1772371494355000000,1772371554442000000,0.0
Indexes.stubs.lookups,1772371494355000000,1772371554442000000,16729
Indexing.writesQueuedMax,1772371494355000000,1772371554442000000,0
Indexing.writer_2.totalTimeSpentWritingMs,1772371494355000000,1772371554442000000,0
Indexes.entries.lookupDurationAvgMs,1772371494355000000,1772371554442000000,0.0
Indexing.writer_0.totalTimeSpentWritingMs,1772371494355000000,1772371554442000000,0
workspaceModel.workspaceFileIndexData.markDirty.ms,1772371494355000000,1772371554442000000,0
workspaceModel.cachedValueWithParameters.from.cache.count,1772371494355000000,1772371554442000000,0
workspaceModel.on.changed.ms,1772371494355000000,1772371554442000000,22
workspaceModel.workspaceFileIndexData.init.ms,1772371494355000000,1772371554442000000,92
workspaceModel.collect.changes.ms,1772371494355000000,1772371554442000000,1
workspaceModel.cachedValue.calculated.count,1772371494355000000,1772371554442000000,525
workspaceModel.on.before.changed.ms,1772371494355000000,1772371554442000000,36
workspaceModel.entityStorageSnapshotImpl.instances.count,1772371494355000000,1772371554442000000,29
workspaceModel.updates.ms,1772371494355000000,1772371554442000000,102
workspaceModel.workspaceFileIndexData.getPackageName.ms,1772371494355000000,1772371554442000000,48
workspaceModel.loading.total.ms,1772371494355000000,1772371554442000000,91
workspaceModel.workspaceFileIndexData.processFileSets.ms,1772371494355000000,1772371554442000000,0
workspaceModel.workspaceFileIndexData.onEntitiesChanged.ms,1772371494355000000,1772371554442000000,0
workspaceModel.cachedValue.clear.count,1772371494355000000,1772371554442000000,0
workspaceModel.check.recursive.update.ms,1772371494355000000,1772371554442000000,0
workspaceModel.workspaceFileIndexContributor.registerFileSets.ms,1772371494355000000,1772371554442000000,179
workspaceModel.pre.handlers.ms,1772371494355000000,1772371554442000000,0
workspaceModel.init.bridges.ms,1772371494355000000,1772371554442000000,8
workspaceModel.updates.count,1772371494355000000,1772371554442000000,10
workspaceModel.workspaceFileIndexData.instances.count,1772371494355000000,1772371554442000000,1
workspaceModel.full.replace.project.model.ms,1772371494355000000,1772371554442000000,13
workspaceModel.workspaceFileIndexData.visitFileSets.ms,1772371494355000000,1772371554442000000,27
workspaceModel.cachedValue.total.get.count,1772371494355000000,1772371554442000000,13079
workspaceModel.cachedValue.from.cache.count,1772371494355000000,1772371554442000000,12554
workspaceModel.to.snapshot.ms,1772371494355000000,1772371554442000000,1
workspaceModel.initializing.ms,1772371494355000000,1772371554442000000,7
workspaceModel.cachedValueWithParameters.clear.count,1772371494355000000,1772371554442000000,0
workspaceModel.cachedValueWithParameters.total.get.count,1772371494355000000,1772371554442000000,0
workspaceModel.workspaceFileIndexData.updateDirtyEntities.ms,1772371494355000000,1772371554442000000,0
workspaceModel.cachedValueWithParameters.calculated.count,1772371494355000000,1772371554442000000,0
workspaceModel.workspaceFileIndexData.getFileInfo.ms,1772371494355000000,1772371554442000000,1407
workspaceModel.updates.precise.ms,1772371494355000000,1772371554442000000,44
