# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
VFS.contentStorage.recordsStored,1772371270252000000,1772371330259000000,0
VFS.contentStorage.recordsRead,1772371270252000000,1772371330259000000,200
VFS.contentStorage.recordsUncompressedSize,1772371270252000000,1772371330259000000,0
FileNameCache.queries,1772371270252000000,1772371330259000000,3332992
VFS.fileByIdCache.misses,1772371270252000000,1772371330259000000,618141
VFS.contentStorage.recordsDecompressionTimeUs,1772371270252000000,1772371330259000000,78194
VFS.contentStorage.recordsStoredCompressed,1772371270252000000,1772371330259000000,0
FileNameCache.totalMisses,1772371270252000000,1772371330259000000,195008
VFS.contentStorage.recordsStoredSize,1772371270252000000,1772371330259000000,0
VFS.folderCaseSensitivityReads,1772371270252000000,1772371330259000000,0
VFS.contentStorage.recordsDeduplicated,1772371270252000000,1772371330259000000,0
VFS.invertedFileNameIndex.requests,1772371270252000000,1772371330259000000,7
VFS.fileChildByName,1772371270252000000,1772371330259000000,84130
VFS.contentStorage.recordsReadDecompressed,1772371270252000000,1772371330259000000,37
VFS.contentStorage.recordsReadSize,1772371270252000000,1772371330259000000,3973129
VFS.fileByIdCache.hits,1772371270252000000,1772371330259000000,0
cacheStateStorage.set.counter,1772371270252000000,1772371330259000000,3
cacheStateStorage.set.duration,1772371270252000000,1772371330259000000,3
cacheStateStorage.get.duration,1772371270252000000,1772371330259000000,557
cacheStateStorage.get.counter,1772371270252000000,1772371330259000000,48
FilePageCache.uncachedFileAccess,1772371270252000000,1772371330259000000,117
StorageLockContext.competingThreads.max,1772371270252000000,1772371330259000000,0
DirectByteBufferAllocator.disposed,1772371270252000000,1772371330259000000,0
DirectByteBufferAllocator.reclaimed,1772371270252000000,1772371330259000000,3
StreamlinedBlobStorage.recordsRelocated,1772371270252000000,1772371330259000000,0
FilePageCache.pageFastCacheHits,1772371270252000000,1772371330259000000,7420
FilePageCache.maxRegisteredFiles,1772371270252000000,1772371330259000000,449
DirectByteBufferAllocator.misses,1772371270252000000,1772371330259000000,211
StreamlinedBlobStorage.recordsDeleted,1772371270252000000,1772371330259000000,20
MappedFileStorage.totalBytesMapped,1772371270252000000,1772371330259000000,190054400
MappedFileStorage.storages,1772371270252000000,1772371330259000000,12
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1772371270252000000,1772371330259000000,216047616
FilePageCache.pageLoadsAboveSizeThreshold,1772371270252000000,1772371330259000000,0
StorageLockContext.competingThreads.90P,1772371270252000000,1772371330259000000,0
FilePageCache.disposedBuffers,1772371270252000000,1772371330259000000,3
FilePageCache.pageLoads,1772371270252000000,1772371330259000000,214
MappedFileStorage.totalPagesMapped,1772371270252000000,1772371330259000000,13
FilePageCache.totalPageDisposalsUs,1772371270252000000,1772371330259000000,637
FilePageCache.pageHits,1772371270252000000,1772371330259000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1772371270252000000,1772371330259000000,0
FilePageCache.capacityInBytes,1772371270252000000,1772371330259000000,629145600
StreamlinedBlobStorage.recordsAllocated,1772371270252000000,1772371330259000000,217388
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1772371270252000000,1772371330259000000,3165265
FilePageCache.maxCacheSizeInBytes,1772371270252000000,1772371330259000000,216047616
